file_path,commit_count,additions,deletions,total_churn,unique_contributors
src/frontend/src/primitives/VisualOnlyTooltip.tsx,1,52,17,69,1
src/frontend/src/primitives/ScreenReaderAnnouncer.tsx,3,63,5,68,1
src/frontend/src/locales/en/settings.json,4,56,11,67,1
src/frontend/src/locales/fr/settings.json,4,56,11,67,1
src/backend/core/api/filters.py,1,67,0,67,1
src/frontend/src/features/shortcuts/hooks/useShortcutFormatting.ts,4,56,9,65,1
Dockerfile,3,43,22,65,2
src/frontend/src/features/rooms/components/Rating.tsx,3,52,13,65,1
src/frontend/src/features/settings/components/tabs/ShortcutTab.tsx,2,59,4,63,1
src/frontend/src/features/notifications/MainNotificationToast.tsx,3,29,31,60,2
src/summary/summary/core/models.py,1,60,0,60,1
src/summary/tests/models/test_whisper_x_response.py,1,60,0,60,1
src/frontend/src/locales/de/home.json,5,31,27,58,2
src/frontend/src/features/home/routes/Home.tsx,3,29,29,58,2
src/backend/core/tests/services/test_livekit_events.py,1,57,0,57,1
src/backend/core/admin.py,7,52,4,56,1
src/frontend/src/features/rooms/livekit/hooks/useReactions.ts,1,55,0,55,1
src/backend/core/external_api/viewsets.py,5,24,28,52,1
deploy/paas/servers.conf.erb,1,52,0,52,1
src/frontend/src/features/rooms/livekit/components/blur/UnifiedBackgroundTrackProcessor.ts,2,16,35,51,2
bin/buildpack_postfrontend.sh,2,50,0,50,2
src/frontend/src/features/recording/components/RecordingStateToast.tsx,2,10,40,50,1
src/frontend/src/styles/livekit.css,4,35,14,49,2
src/backend/core/tests/test_external_api_token.py,3,33,16,49,1
src/backend/core/tasks/_task.py,1,49,0,49,1
src/frontend/src/features/home/components/JoinMeetingDialog.tsx,1,27,22,49,1
src/helm/env.d/dev/values.livekit.yaml.gotmpl,1,0,49,49,1
src/summary/pyproject.toml,15,28,20,48,4
src/frontend/src/features/layout/components/LayoutWrapper.tsx,2,24,24,48,1
src/frontend/src/features/rooms/livekit/components/blur/index.ts,2,20,28,48,2
src/helm/meet/templates/agent_metadata_deployment.yaml,1,24,24,48,1
docs/installation/compose.md,5,28,19,47,3
src/frontend/src/features/shortcuts/components/ShortcutRow.tsx,2,44,2,46,1
src/frontend/src/stores/reactions.ts,2,28,18,46,1
src/backend/core/tests/rooms/test_api_rooms_invite.py,1,28,18,46,1
src/backend/core/tests/files/test_api_files_delete.py,1,45,0,45,1
src/frontend/src/features/rooms/components/Conference.tsx,3,38,6,44,2
src/frontend/src/hooks/useScreenReaderAnnounce.ts,3,41,3,44,1
src/backend/core/factories.py,2,43,1,44,2
src/frontend/src/features/layout/components/ControlBarRegion.tsx,1,44,0,44,1
src/summary/summary/core/transcript_formatter.py,1,10,34,44,1
src/frontend/src/features/rooms/livekit/components/blur/BackgroundCustomProcessor.ts,2,16,27,43,2
src/frontend/src/features/rooms/livekit/components/KeyboardShortcutHint.tsx,1,25,18,43,1
src/helm/env.d/dev/values.egress.yaml.gotmpl,1,0,43,43,1
src/backend/core/migrations/0017_file.py,1,42,0,42,1
src/agents/pyproject.toml,14,23,18,41,3
src/frontend/src/features/rooms/livekit/components/ParticipantTile.tsx,5,27,13,40,2
src/summary/tests/conftest.py,3,36,4,40,2
src/frontend/src/features/shortcuts/components/ShortcutBadge.tsx,2,37,3,40,1
src/frontend/src/features/rooms/components/Join.tsx,3,14,25,39,3
src/frontend/src/locales/de/notifications.json,2,20,19,39,2
src/frontend/src/stores/userChoices.ts,2,34,5,39,1
src/frontend/src/layout/Header.tsx,1,23,16,39,1
src/helm/env.d/common.yaml.gotmpl,1,38,0,38,1
compose.yml,5,35,2,37,3
src/summary/summary/core/locales/de.py,2,35,2,37,2
docker/files/etc/nginx/conf.d/default.conf,1,37,0,37,1
src/frontend/src/features/recording/routes/RecordingDownload.tsx,3,27,9,36,2
src/backend/core/tasks/file.py,1,36,0,36,1
src/backend/core/tests/rooms/test_api_rooms_list.py,1,36,0,36,1
src/frontend/src/features/reactions/components/toolbar/ReactionButton.tsx,2,33,2,35,1
src/summary/summary/core/locales/en.py,2,34,1,35,2
src/summary/summary/core/locales/fr.py,2,34,1,35,2
src/summary/summary/core/locales/nl.py,2,34,1,35,2
src/frontend/src/styles/index.css,5,27,7,34,2
src/backend/core/tests/recording/test_api_recordings_storage_hook.py,3,28,6,34,1
src/helm/meet/templates/_helpers.tpl,3,31,3,34,2
src/frontend/src/features/files/api/types.ts,1,34,0,34,1
src/frontend/src/features/rooms/livekit/prefabs/ControlBar/ControlBar.tsx,1,29,5,34,1
src/frontend/src/features/files/api/deleteFile.ts,1,33,0,33,1
src/backend/core/external_api/permissions.py,4,27,5,32,1
src/frontend/src/features/rooms/api/renameParticipant.ts,2,31,1,32,1
src/frontend/src/features/rooms/api/updateRaiseHand.ts,2,31,1,32,1
src/frontend/src/features/rooms/livekit/prefabs/ControlBar/DesktopControlBar.tsx,5,15,16,31,2
src/agents/Dockerfile,5,22,8,30,2
src/backend/core/api/permissions.py,2,30,0,30,1
src/summary/summary/core/locales/__init__.py,1,30,0,30,1
.github/workflows/security.yaml,1,29,0,29,1
src/frontend/src/features/rooms/livekit/components/ParticipantName.tsx,1,15,14,29,1
src/frontend/src/features/home/components/MoreLink.tsx,2,16,12,28,1
src/frontend/src/features/rooms/livekit/components/controls/Device/ToggleDevice.tsx,2,24,4,28,1
src/backend/core/services/participants_management.py,1,28,0,28,1
src/frontend/src/features/rooms/livekit/hooks/useRoomPageTitle.ts,1,28,0,28,1
renovate.json,3,27,0,27,1
src/frontend/src/features/rooms/livekit/components/SidePanel.tsx,3,20,7,27,1
src/mail/package.json,12,13,13,26,1
src/frontend/src/locales/de/global.json,4,14,12,26,3
src/frontend/src/locales/en/home.json,4,15,11,26,1
src/frontend/src/locales/nl/home.json,4,15,11,26,1
bin/Tiltfile,8,18,7,25,2
src/summary/tests/api/test_api_health.py,2,23,2,25,2
src/frontend/src/features/rooms/livekit/hooks/useAnnounceReaction.ts,1,25,0,25,1
src/backend/core/tests/rooms/test_api_rooms_subtitle.py,3,15,8,23,1
src/frontend/Dockerfile,3,14,9,23,2
src/backend/core/services/invitation.py,2,13,10,23,1
src/summary/summary/core/security.py,1,17,6,23,1
src/sdk/package.json,11,11,11,22,1
src/frontend/src/locales/fr/home.json,4,12,8,20,1
src/frontend/src/features/rooms/routes/Feedback.tsx,2,16,4,20,1
src/frontend/src/features/legalsTerms/TermsOfService.tsx,1,16,4,20,1
src/frontend/src/features/shortcuts/utils.ts,1,16,4,20,1
src/frontend/src/features/rooms/livekit/components/Tools.tsx,2,12,7,19,2
src/frontend/src/hooks/useDelayUnmount.tsx,1,19,0,19,1
src/backend/core/services/livekit_events.py,2,14,4,18,2
src/backend/core/migrations/0018_rename_active_application_is_active.py,1,18,0,18,1
src/backend/core/tests/recording/event/test_parsers.py,1,10,8,18,1
src/frontend/src/features/reactions/components/ReactionPortals.tsx,1,10,8,18,1
src/frontend/src/features/rooms/hooks/useWaitingParticipants.ts,1,11,7,18,1
src/frontend/src/features/settings/components/tabs/AccountTab.tsx,1,14,4,18,1
src/frontend/src/features/settings/hook/useSettingsDialog.ts,1,18,0,18,1
src/frontend/src/features/recording/components/TranscriptSidePanel.tsx,2,13,4,17,2
src/summary/Dockerfile,2,9,8,17,1
src/frontend/src/features/reactions/types.ts,1,17,0,17,1
src/frontend/src/features/recording/components/NoAccessView.tsx,1,13,4,17,1
src/frontend/src/features/rooms/livekit/hooks/useDeviceShortcut.ts,1,7,10,17,1
src/summary/summary/api/route/tasks.py,2,9,7,16,2
src/frontend/src/features/rooms/livekit/components/controls/HandToggle.tsx,1,12,4,16,1
src/frontend/src/features/rooms/livekit/hooks/useRaisedHand.ts,1,9,7,16,1
src/frontend/src/primitives/Select.tsx,1,14,2,16,1
src/frontend/src/features/rooms/livekit/prefabs/ControlBar/MobileControlBar.tsx,2,3,12,15,1
bin/buildpack_start.sh,1,15,0,15,1
docker/dinum-frontend/Dockerfile,1,8,7,15,1
src/backend/core/api/__init__.py,1,15,0,15,1
src/summary/summary/core/llm_service.py,1,8,7,15,1
src/summary/summary/core/locales/strings.py,1,15,0,15,1
.dockerignore,2,8,6,14,1
src/frontend/src/locales/de/recording.json,2,7,7,14,2
docs/installation/kubernetes.md,1,7,7,14,1
src/frontend/src/api/fetchApi.ts,1,13,1,14,1
src/frontend/src/features/shortcuts/useRegisterKeyboardShortcut.ts,1,8,6,14,1
src/frontend/src/stores/connectionObserver.ts,1,14,0,14,1
src/helm/meet/templates/media_files_svc.yaml,1,14,0,14,1
src/backend/core/authentication/livekit.py,1,11,2,13,1
src/frontend/src/features/reactions/hooks/useReactionsToolbar.ts,1,13,0,13,1
src/frontend/src/primitives/MenuList.tsx,1,12,1,13,1
src/summary/summary/core/analytics.py,1,5,8,13,1
src/frontend/src/primitives/buttonRecipe.ts,2,12,0,12,2
src/frontend/src/features/recording/components/ScreenRecordingSidePanel.tsx,1,8,4,12,1
src/frontend/src/features/rooms/livekit/hooks/useIsAdvancedConnectionObserverEnabled.ts,1,12,0,12,1
src/frontend/src/locales/de/accessibility.json,1,6,6,12,1
docs/examples/compose/keycloak/README.md,2,5,6,11,2
src/frontend/src/features/rooms/livekit/components/blur/FaceLandmarksProcessor.ts,1,0,11,11,1
src/summary/summary/api/main.py,1,7,4,11,1
src/helm/meet/Chart.yaml,5,5,5,10,2
src/helm/extra/templates/minio.yaml,4,6,4,10,2
src/backend/core/enums.py,3,8,2,10,1
src/frontend/default.conf,2,8,2,10,1
src/frontend/src/features/rooms/livekit/prefabs/Chat.tsx,2,7,3,10,2
src/frontend/src/features/settings/components/SettingsDialogExtended.tsx,2,9,1,10,1
src/frontend/src/features/recording/hooks/useMetadataCollectorEnabled.ts,1,10,0,10,1
src/frontend/src/i18n/init.ts,1,9,1,10,1
src/helm/env.d/dev/values.secrets.yaml,1,0,10,10,1
src/summary/summary/core/types.py,1,10,0,10,1
src/frontend/src/features/shortcuts/useKeyboardShortcuts.ts,2,7,2,9,1
bin/buildpack_postcompile.sh,1,9,0,9,1
env.d/development/multi_user_transcriber.dist,1,9,0,9,1
src/frontend/src/primitives/Tabs.tsx,1,7,2,9,1
src/frontend/src/locales/en/global.json,5,5,3,8,2
src/frontend/src/locales/fr/global.json,5,5,3,8,2
src/frontend/src/locales/nl/global.json,5,5,3,8,2
env.d/development/common.dist,4,7,1,8,2
src/frontend/src/api/useConfig.ts,2,8,0,8,2
src/frontend/src/features/rooms/livekit/components/controls/Participants/ParticipantsToggle.tsx,2,8,0,8,1
src/backend/core/tests/services/test_telephony_service.py,1,4,4,8,1
src/frontend/src/features/rooms/livekit/hooks/usePersistentUserChoices.ts,1,3,5,8,1
src/frontend/src/locales/de/legals.json,1,4,4,8,1
src/frontend/vite.config.ts,1,8,0,8,1
src/frontend/src/layout/Layout.tsx,3,7,0,7,1
src/backend/core/recording/services/recording_events.py,2,4,3,7,2
src/frontend/src/features/rooms/livekit/components/controls/ChatToggle.tsx,2,7,0,7,2
src/frontend/src/features/rooms/livekit/components/controls/ToolsToggle.tsx,2,7,0,7,2
bin/pytest-summary,1,7,0,7,1
src/frontend/src/features/reactions/hooks/useReactions.ts,1,4,3,7,1
docs/examples/helm/meet.values.yaml,2,3,3,6,2
src/backend/core/recording/event/parsers.py,2,4,2,6,1
src/backend/core/tests/rooms/test_api_rooms_webhook.py,2,2,4,6,1
src/frontend/src/App.tsx,2,3,3,6,1
src/frontend/src/features/reactions/constants.ts,2,6,0,6,2
src/frontend/public/.wellknown/windows-app-web-link,1,6,0,6,1
src/frontend/src/features/layout/components/GridLayout.tsx,1,3,3,6,1
src/frontend/src/features/subtitle/api/startSubtitle.ts,1,3,3,6,1
src/frontend/src/utils/dom.ts,1,6,0,6,1
README.md,2,4,1,5,2
docs/examples/compose/compose.yaml,2,3,2,5,2
src/frontend/panda.config.ts,2,5,0,5,1
src/helm/helmfile.yaml.gotmpl,2,1,4,5,2
docker/livekit/config/livekit-server.yaml,1,5,0,5,1
src/agents/exceptions.py,1,5,0,5,1
src/frontend/src/features/reactions/hooks/useAnnounceReaction.ts,1,3,2,5,1
src/frontend/src/features/rooms/livekit/components/effects/Effects.tsx,1,0,5,5,1
src/frontend/src/utils/languages.ts,1,3,2,5,1
src/summary/summary/main.py,1,3,2,5,1
src/frontend/src/features/settings/components/tabs/AccessibilityTab.tsx,2,2,2,4,1
docker/files/production/default.conf.template,1,2,2,4,1
docs/installation/README.md,1,4,0,4,1
env.d/development/kube-secret.dist,1,4,0,4,1
src/backend/core/migrations/0001_initial.py,1,2,2,4,1
src/backend/core/migrations/0004_alter_user_language.py,1,2,2,4,1
src/backend/core/migrations/0013_alter_user_language.py,1,2,2,4,1
src/frontend/src/features/rooms/components/InviteDialog.tsx,1,2,2,4,1
src/frontend/src/features/rooms/livekit/components/controls/Device/SelectDevice.tsx,1,2,2,4,1
src/frontend/src/features/rooms/livekit/components/controls/Device/VideoDeviceControl.tsx,1,2,2,4,1
src/frontend/src/features/rooms/livekit/prefabs/ControlBar/MoreOptions.tsx,1,2,2,4,1
src/frontend/src/features/rooms/utils/isRoomValid.ts,1,3,1,4,1
src/frontend/src/locales/de/sdk.json,1,2,2,4,1
src/frontend/src/primitives/Field.tsx,1,3,1,4,1
src/frontend/src/primitives/Text.tsx,1,4,0,4,1
src/frontend/src/routes.ts,1,3,1,4,1
src/helm/meet/templates/agents_deployment.yaml,1,4,0,4,1
src/helm/meet/templates/backend_deployment.yaml,1,4,0,4,1
src/helm/meet/templates/backend_job_createsuperuser.yaml,1,4,0,4,1
src/helm/meet/templates/backend_job_migrate.yaml,1,4,0,4,1
src/helm/meet/templates/celery_summarize_deployment.yaml,1,4,0,4,1
src/helm/meet/templates/celery_transcribe_deployment.yaml,1,4,0,4,1
src/helm/meet/templates/frontend_deployment.yaml,1,4,0,4,1
src/helm/meet/templates/summary_deployment.yaml,1,4,0,4,1
src/frontend/src/features/reactions/utils.ts,2,2,1,3,1
src/frontend/src/features/rooms/livekit/components/controls/StartMediaButton.tsx,1,1,2,3,1
src/frontend/src/features/rooms/livekit/components/layout/CarouselLayout.tsx,1,1,2,3,1
src/frontend/src/features/rooms/livekit/components/layout/GridLayout.tsx,1,2,1,3,1
src/frontend/src/features/rooms/livekit/processors/RnnNoiseProcessor.ts,1,1,2,3,1
src/frontend/src/features/analytics/enums.ts,2,2,0,2,1
src/frontend/src/primitives/index.ts,2,2,0,2,1
.github/workflows/crowdin-download.yml,1,1,1,2,1
.github/workflows/release-helm-chart.yaml,1,1,1,2,1
Procfile,1,2,0,2,1
docker/livekit/Dockerfile,1,1,1,2,1
env.d/production.dist/common,1,1,1,2,1
src/backend/core/services/lobby.py,1,1,1,2,1
src/backend/core/templatetags/extra_tags.py,1,1,1,2,1
src/backend/core/tests/test_models_applications.py,1,1,1,2,1
src/frontend/src/features/rooms/livekit/components/effects/FunnyEffects.tsx,1,1,1,2,1
src/frontend/src/features/rooms/livekit/hooks/useCanPublishTrack.ts,1,1,1,2,1
src/frontend/src/features/rooms/livekit/hooks/useGridLayout.ts,1,1,1,2,1
src/frontend/src/features/shortcuts/types.ts,1,2,0,2,1
src/frontend/src/locales/en/recording.json,1,1,1,2,1
src/frontend/src/locales/fr/recording.json,1,1,1,2,1
src/frontend/src/locales/nl/recording.json,1,1,1,2,1
src/frontend/src/stores/layout.ts,1,2,0,2,1
src/mail/mjml/screen_recording.mjml,1,1,1,2,1
src/sdk/consumer/package.json,1,1,1,2,1
src/sdk/library/package.json,1,1,1,2,1
.gitignore,1,1,0,1,1
docs/openapi.yaml,1,1,0,1,1
docs/resource_server.yaml,1,1,0,1,1
gitlint/gitlint_emoji.py,1,1,0,1,1
src/backend/core/api/feature_flag.py,1,1,0,1,1
src/backend/core/recording/event/notification.py,1,1,0,1,1
src/backend/core/tests/recording/event/test_notification.py,1,1,0,1,1
src/backend/core/urls.py,1,1,0,1,1
src/frontend/src/api/queryKeys.ts,1,1,0,1,1
src/frontend/src/features/rooms/livekit/components/AdminToggle.tsx,1,1,0,1,1
src/frontend/src/features/rooms/livekit/components/controls/InfoToggle.tsx,1,1,0,1,1
src/frontend/src/features/settings/type.ts,1,1,0,1,1
src/frontend/src/locales/en/notifications.json,1,1,0,1,1
src/frontend/src/locales/fr/notifications.json,1,1,0,1,1
src/frontend/src/locales/nl/notifications.json,1,1,0,1,1
src/helm/env.d/dev-dinum/values.livekit.yaml.gotmpl,1,0,1,1,1
src/helm/env.d/dev-keycloak/values.livekit.yaml.gotmpl,1,0,1,1,1
src/summary/tests/__init__.py,1,1,0,1,1
src/summary/tests/api/__init__.py,1,1,0,1,1
src/summary/tests/models/__init__.py,1,1,0,1,1
src/backend/locale/de_DE/LC_MESSAGES/django.mo,3,0,0,0,2
src/backend/locale/en_US/LC_MESSAGES/django.mo,3,0,0,0,2
src/backend/locale/fr_FR/LC_MESSAGES/django.mo,3,0,0,0,2
src/backend/locale/nl_NL/LC_MESSAGES/django.mo,3,0,0,0,2
src/agents/multi_user_transcriber.py,1,0,0,0,1
src/backend/core/tests/files/__init__.py,1,0,0,0,1
src/frontend/public/.well-known/windows-app-web-link,1,0,0,0,1
src/frontend/public/assets/logo-suite-numerique.png,1,0,0,0,1
src/frontend/src/features/layout/components/CarouselLayout.tsx,1,0,0,0,1
src/frontend/src/features/layout/components/PaginationControl.tsx,1,0,0,0,1
src/frontend/src/features/layout/components/PaginationIndicator.tsx,1,0,0,0,1
src/frontend/src/features/layout/hooks/useGridLayout.ts,1,0,0,0,1
