file_path,commit_count,additions,deletions,total_churn,unique_contributors
src/frontend/src/locales/nl/termsOfService.json,4,405,276,681,2
src/frontend/src/locales/en/termsOfService.json,4,399,270,669,2
src/helm/env.d/dev/values.meet.yaml.gotmpl,46,277,382,659,3
src/frontend/src/locales/fr/termsOfService.json,4,394,265,659,2
src/frontend/src/features/rooms/components/Conference.tsx,57,475,170,645,4
src/backend/core/tests/rooms/test_api_rooms_rename_toggle.py,3,605,31,636,1
src/helm/meet/README.md,10,409,220,629,2
src/backend/core/tests/authentication/test_backends.py,15,589,36,625,3
src/frontend/src/features/rooms/livekit/components/ParticipantTile.tsx,21,437,186,623,2
src/frontend/src/features/home/components/LaterMeetingDialog.tsx,8,411,209,620,1
src/backend/impress/settings.py,5,605,1,606,2
src/helm/env.d/production/values.meet.yaml.gotmpl,35,229,376,605,3
src/frontend/src/features/settings/components/tabs/VideoTab.tsx,8,426,178,604,2
src/backend/core/tests/rooms/test_api_rooms_start_recording.py,5,598,4,602,2
src/helm/env.d/staging/values.meet.yaml.gotmpl,31,217,364,581,2
src/frontend/src/features/home/components/IntroSlider.tsx,23,429,145,574,3
src/frontend/src/features/rooms/livekit/components/controls/ReactionsToggle.tsx,14,336,234,570,3
src/frontend/src/primitives/Button.tsx,20,302,262,564,3
src/backend/core/utils.py,25,499,42,541,2
src/backend/core/tests/services/test_jwt_service.py,1,541,0,541,1
src/helm/env.d/dev/secrets.enc.yaml,7,265,265,530,3
src/frontend/src/features/rooms/livekit/components/blur/FaceLandmarksProcessor.ts,7,432,97,529,3
src/backend/core/tests/services/test_livekit_events.py,7,499,25,524,2
src/frontend/src/features/rooms/livekit/components/controls/Participants/ParticipantListItem.tsx,23,340,178,518,2
src/frontend/src/locales/de/termsOfService.json,5,323,194,517,2
src/frontend/src/features/notifications/MainNotificationToast.tsx,33,377,135,512,3
CHANGELOG.md,173,411,97,508,16
src/frontend/src/App.tsx,35,208,294,502,4
src/helm/helmfile.yaml,15,245,245,490,3
src/frontend/src/features/recording/components/RecordingStateToast.tsx,14,249,241,490,2
docs/openapi.yaml,5,482,7,489,1
.github/workflows/meet.yml,31,303,185,488,6
src/frontend/src/features/rooms/livekit/components/Tools.tsx,19,335,148,483,2
src/backend/.pylintrc,2,474,2,476,2
src/backend/core/tests/recording/worker/test_services.py,5,372,95,467,1
src/frontend/src/primitives/Dialog.tsx,18,314,146,460,3
src/frontend/src/features/rooms/livekit/prefabs/Chat.tsx,13,315,145,460,2
src/backend/core/tests/test_api_users.py,7,453,6,459,2
README.md,17,299,159,458,5
src/frontend/src/features/subtitle/component/Subtitles.tsx,7,353,97,450,2
src/helm/env.d/dev-dinum/values.meet.yaml.gotmpl,18,338,111,449,4
src/frontend/src/features/rooms/components/Rating.tsx,13,411,36,447,2
src/backend/core/tests/test_external_api_token.py,6,428,19,447,1
src/frontend/src/features/settings/components/tabs/AudioTab.tsx,12,281,142,423,2
src/frontend/src/features/rooms/livekit/components/ReactionPortal.tsx,12,278,135,413,3
src/frontend/src/styles/livekit.css,7,289,115,404,3
src/summary/summary/core/file_service.py,8,367,32,399,3
docs/resource_server.yaml,2,394,0,394,1
src/frontend/src/features/notifications/components/WaitingParticipantNotification.tsx,4,308,83,391,1
src/backend/core/authentication/backends.py,15,244,146,390,3
src/helm/impress/values.yaml,2,387,2,389,2
src/backend/core/tests/files/test_api_files_create.py,3,386,1,387,2
src/agents/metadata_collector.py,1,382,0,382,1
src/backend/core/tests/test_models_rooms.py,7,364,15,379,1
src/backend/core/authentication/views.py,6,189,189,378,3
src/frontend/src/layout/Footer.tsx,11,342,35,377,2
src/backend/core/external_api/authentication.py,5,321,55,376,1
src/backend/core/services/lobby_service.py,3,371,2,373,1
src/frontend/src/features/rooms/livekit/components/Transcript.tsx,11,284,87,371,1
src/backend/core/admin.py,20,356,12,368,2
src/frontend/src/features/rooms/livekit/components/SidePanel.tsx,25,284,81,365,3
src/frontend/src/features/rooms/livekit/components/controls/Device/AudioDevicesControl.tsx,14,251,111,362,1
src/frontend/src/features/rooms/livekit/components/controls/Options/OptionsMenuItems.tsx,23,191,157,348,2
src/frontend/src/features/rooms/livekit/components/controls/Device/VideoDeviceControl.tsx,16,259,89,348,2
src/backend/core/tests/rooms/test_api_rooms_invite.py,4,326,22,348,1
src/agents/multi-user-transcriber.py,5,278,69,347,2
src/frontend/src/features/rooms/livekit/components/Admin.tsx,7,278,67,345,1
.github/workflows/impress-frontend.yml,2,171,171,342,2
src/frontend/src/features/rooms/livekit/prefabs/ControlBar/DesktopControlBar.tsx,16,214,121,335,4
src/backend/core/tests/recording/event/test_parsers.py,4,325,10,335,1
src/frontend/src/primitives/Field.tsx,11,318,16,334,4
src/backend/core/tests/test_models_applications.py,2,332,1,333,1
src/frontend/src/primitives/Spinner.tsx,9,216,115,331,3
src/frontend/src/locales/de/settings.json,26,246,76,322,6
src/backend/core/tests/services/test_telephony_service.py,2,309,4,313,1
src/backend/core/tests/services/test_lobby.py,10,146,166,312,1
src/backend/core/tests/test_models_recording_accesses.py,1,312,0,312,1
src/backend/core/external_api/viewsets.py,13,266,45,311,1
Dockerfile,12,234,72,306,4
src/frontend/src/features/rooms/livekit/components/Effects.tsx,8,246,60,306,2
src/backend/core/tests/recording/test_api_recordings_media_auth.py,2,294,10,304,1
src/backend/core/migrations/0001_initial.py,5,204,99,303,3
src/backend/core/tests/recording/event/test_notification.py,6,272,27,299,1
src/frontend/src/features/settings/components/SettingsDialogExtended.tsx,22,223,75,298,3
src/frontend/src/features/rooms/livekit/components/blur/BackgroundBlurCustomProcessor.ts,4,297,1,298,1
src/backend/core/tests/test_models_recording.py,5,292,2,294,1
bin/start-kind.sh,6,148,145,293,3
src/frontend/src/features/rooms/livekit/components/controls/Options/OptionsMenu.tsx,4,145,145,290,1
src/frontend/src/features/rooms/livekit/prefabs/ControlBar/MobileControlBar.tsx,15,226,61,287,3
src/frontend/src/primitives/menuRecipe.ts,4,216,68,284,2
src/summary/summary/core/analytics.py,14,246,33,279,2
src/backend/core/recording/event/notification.py,13,238,40,278,3
docs/installation/compose.md,7,256,20,276,5
src/frontend/src/stores/accessibility.ts,5,214,59,273,1
src/helm/impress/templates/webrtc_deployment.yaml,2,136,136,272,2
.github/workflows/impress.yml,1,272,0,272,1
src/backend/core/tests/files/test_api_files_upload_ended.py,1,272,0,272,1
src/summary/pyproject.toml,69,171,95,266,4
src/backend/core/tests/test_analytics.py,2,132,132,264,1
src/frontend/src/primitives/Select.tsx,14,214,49,263,4
src/frontend/src/features/rooms/livekit/components/ParticipantTileFocus.tsx,7,246,14,260,2
src/frontend/src/features/legalsTerms/LegalTermsRoute.tsx,2,166,92,258,1
src/summary/summary/core/config.py,31,222,35,257,4
src/backend/core/tests/recording/test_api_recordings_retrieve.py,4,249,2,251,1
src/backend/core/tests/rooms/test_api_rooms_subtitle.py,5,238,10,248,1
src/frontend/src/features/rooms/livekit/hooks/useConnectionObserver.ts,7,241,6,247,1
src/frontend/src/primitives/Tabs.tsx,11,214,29,243,3
src/frontend/src/locales/de/home.json,19,152,90,242,4
src/backend/core/tests/recording/test_api_recordings_storage_hook.py,6,234,8,242,1
src/helm/env.d/preprod/values.meet.yaml.gotmpl,17,47,194,241,3
src/tsclient/yarn.lock,2,120,120,240,2
src/backend/core/migrations/0003_resource_remove_documentaccess_document_and_more.py,3,119,119,238,1
src/frontend/src/features/rooms/livekit/prefabs/ControlBar/ControlBar.tsx,7,143,94,237,2
src/frontend/src/features/rooms/livekit/components/IsIdleDisconnectModal.tsx,6,195,41,236,2
src/backend/core/tests/recording/worker/test_mediator.py,5,206,29,235,1
src/frontend/src/features/recording/components/ControlsButton.tsx,6,203,28,231,1
src/frontend/src/locales/en/settings.json,26,200,30,230,4
src/frontend/src/locales/fr/settings.json,26,200,30,230,4
bin/_config.sh,4,159,66,225,2
docs/release.md,5,112,112,224,2
src/frontend/src/features/rooms/livekit/components/ScreenRecording.tsx,5,194,30,224,1
src/backend/core/api/permissions.py,13,180,42,222,3
src/frontend/src/features/rooms/livekit/components/blur/index.ts,14,139,82,221,4
bin/Tiltfile,21,179,37,216,4
src/frontend/src/features/rooms/components/join/ToggleDevice.tsx,9,108,108,216,1
src/backend/core/tests/files/test_api_files_list_filters.py,1,216,0,216,1
src/frontend/src/locales/de/global.json,29,138,77,215,4
src/backend/core/tests/recording/test_api_recordings_list.py,7,209,2,211,1
src/frontend/src/features/recording/routes/RecordingDownload.tsx,10,193,16,209,2
src/frontend/src/locales/nl/settings.json,16,189,19,208,4
src/backend/core/factories.py,12,202,5,207,3
src/backend/core/tests/rooms/test_api_rooms_webhook.py,8,197,9,206,1
src/frontend/src/features/sdk/routes/CreateButton.tsx,2,103,103,206,2
src/backend/core/recording/worker/services.py,6,176,28,204,1
src/frontend/src/features/rooms/routes/Room.tsx,16,139,64,203,3
src/frontend/src/features/rooms/components/join/SelectDevice.tsx,6,173,30,203,1
src/frontend/visio/src/App.tsx,3,167,34,201,1
src/frontend/src/features/rooms/livekit/hooks/usePersistentUserChoices.ts,8,120,77,197,3
src/frontend/src/features/sdk/routes/CreateMeetingButton.tsx,7,190,6,196,1
docker-compose.yml,8,184,10,194,3
src/frontend/src/stores/screenReaderAnnouncer.ts,4,183,11,194,1
src/summary/tests/api/test_api_tasks_v2.py,2,180,13,193,1
src/frontend/src/features/rooms/livekit/components/controls/Device/ToggleDevice.tsx,14,132,60,192,2
src/frontend/src/features/recording/components/NoAccessView.tsx,4,155,37,192,2
src/frontend/src/features/rooms/livekit/hooks/usePublishSourcesManager.ts,4,178,14,192,1
src/backend/core/tests/rooms/test_api_rooms_stop_recording.py,3,187,4,191,1
docs/installation/scalingo.md,2,186,1,187,2
src/backend/core/tests/services/test_marketing_service.py,1,187,0,187,1
src/frontend/src/features/rooms/livekit/components/Info.tsx,6,144,42,186,1
src/helm/impress/README.md,2,157,29,186,2
src/frontend/src/features/rooms/livekit/components/controls/HandToggle.tsx,10,137,48,185,3
src/frontend/src/features/rooms/livekit/components/controls/Options/TranscriptMenuItem.tsx,6,107,78,185,1
src/frontend/src/features/rooms/livekit/components/controls/Participants/ParticipantsToggle.tsx,14,137,47,184,4
src/frontend/src/features/rooms/livekit/components/controls/ToggleDevice.tsx,9,142,42,184,2
src/helm/impress/templates/_helpers.tpl,1,184,0,184,1
src/frontend/src/features/rooms/routes/Feedback.tsx,15,129,53,182,3
src/summary/summary/core/shared_models.py,3,172,10,182,1
compose.yml,18,175,6,181,4
src/summary/summary/core/transcript_formatter.py,3,146,34,180,3
src/summary/summary/core/llm_service.py,4,162,17,179,2
src/frontend/src/primitives/Checkbox.tsx,3,175,4,179,2
src/backend/core/tests/recording/worker/test_factories.py,3,172,4,176,1
src/backend/core/tests/rooms/test_api_rooms_list.py,6,166,8,174,1
src/backend/core/services/livekit_events.py,10,152,21,173,2
src/frontend/src/primitives/Switch.tsx,5,148,24,172,1
src/backend/core/tests/test_utils.py,3,170,2,172,1
src/frontend/src/features/sdk/SdkReverseClient.tsx,3,86,86,172,3
src/frontend/src/locales/de/legals.json,4,103,66,169,2
src/frontend/src/features/rooms/livekit/components/FullScreenShareWarning.tsx,5,157,10,167,1
src/mail/package.json,72,94,72,166,4
src/frontend/src/styles/fonts.css,4,83,83,166,2
src/frontend/src/routes/Conference.tsx,3,83,83,166,2
src/backend/core/tests/test_utils_detect_mimetype.py,1,166,0,166,1
src/helm/meet/templates/summary_deployment.yaml,6,160,3,163,3
src/frontend/src/features/subtitle/component/CaptionsSettings.tsx,5,132,31,163,2
src/frontend/src/primitives/Text.tsx,13,159,3,162,5
docs/egress.md,2,81,81,162,1
src/frontend/src/locales/fr/home.json,22,111,49,160,3
src/frontend/src/features/rooms/hooks/useWatchPermissions.ts,2,160,0,160,1
bin/prepare-release.sh,1,160,0,160,1
src/backend/core/tests/files/test_api_files_list.py,1,160,0,160,1
src/helm/meet/templates/celery_deployment.yaml,5,156,3,159,2
src/frontend/src/features/rooms/components/Permissions.tsx,6,145,13,158,1
src/frontend/src/primitives/PopoverList.tsx,6,79,79,158,2
src/backend/core/services/participants_management.py,3,157,1,158,1
src/backend/core/recording/event/parsers.py,5,153,4,157,1
src/frontend/src/features/reactions/components/toolbar/ReactionsToolbar.tsx,3,156,1,157,2
src/frontend/src/primitives/VisualOnlyTooltip.tsx,2,140,17,157,1
src/helm/meet/templates/celery_backend_deployment.yaml,2,157,0,157,2
src/helm/meet/templates/celery_transcribe_deployment.yaml,2,157,0,157,2
src/frontend/src/components/Avatar.tsx,12,118,38,156,2
src/summary/summary/core/webhook_service.py,3,145,11,156,2
src/backend/demo/management/commands/create_demo.py,2,155,1,156,2
src/summary/summary/api/route/tasks.py,12,115,40,155,4
src/backend/core/services/jwt_token.py,2,153,0,153,1
src/helm/meet/templates/celery_summary_backend_deployment.yaml,1,153,0,153,1
src/frontend/src/locales/en/home.json,22,107,45,152,3
src/frontend/src/primitives/Popover.tsx,8,130,22,152,2
src/frontend/src/layout/Screen.tsx,7,113,39,152,2
src/frontend/src/primitives/menuItemRecipe.ts,7,33,118,151,3
src/frontend/src/routes/Home.tsx,4,94,57,151,2
src/helm/env.d/preprod/values.impress.yaml.gotmpl,2,149,2,151,2
src/helm/env.d/production/values.impress.yaml.gotmpl,2,149,2,151,2
src/helm/env.d/staging/values.impress.yaml.gotmpl,2,149,2,151,2
src/frontend/src/locales/de/notifications.json,18,102,48,150,4
src/helm/meet/templates/_helpers.tpl,8,110,37,147,3
docs/developping_locally.md,2,146,1,147,2
src/backend/core/tests/recording/event/test_authentication.py,2,146,1,147,1
src/helm/extra/templates/minio.yaml,7,142,4,146,3
src/frontend/src/features/rooms/livekit/components/blur/BackgroundBlurTrackProcessorJsWrapper.ts,6,73,73,146,3
src/backend/core/tests/rooms/test_api_rooms_update.py,4,137,9,146,1
src/frontend/src/locales/en/global.json,35,103,42,145,3
src/helm/meet/templates/agents_deployment.yaml,3,143,2,145,2
src/helm/meet/templates/ingress_posthog.yaml,3,116,29,145,2
src/frontend/src/styles/index.css,20,126,18,144,5
src/frontend/src/features/rooms/livekit/components/chat/Input.tsx,9,132,12,144,2
src/helm/impress/templates/ingress_ws.yaml,2,72,72,144,2
src/frontend/src/features/settings/components/SettingsDialog.tsx,11,97,46,143,3
src/summary/summary/api/route/tasks_v2.py,2,126,17,143,1
docs/features/recording.md,1,143,0,143,1
src/summary/summary/main.py,5,82,60,142,2
src/frontend/src/features/rooms/livekit/components/blur/UnifiedBackgroundTrackProcessor.ts,3,107,35,142,2
src/frontend/src/locales/fr/global.json,33,101,40,141,3
src/summary/summary/core/prompt.py,4,80,61,141,2
src/backend/core/tests/files/test_api_files_media_auth.py,1,141,0,141,1
src/helm/meet/templates/agent_subtitles_deployment.yaml,1,141,0,141,1
src/agents/pyproject.toml,33,98,41,139,3
src/frontend/src/features/settings/components/tabs/AccountTab.tsx,12,115,23,138,4
src/frontend/src/primitives/A.tsx,11,113,23,136,2
src/helm/impress/templates/backend_deployment.yaml,1,136,0,136,1
src/helm/impress/templates/frontend_deployment.yaml,1,136,0,136,1
src/frontend/src/locales/en/legals.json,2,86,49,135,1
src/frontend/src/locales/nl/legals.json,2,86,49,135,1
src/summary/summary/celery_worker.py,2,131,4,135,1
src/frontend/src/features/rooms/livekit/components/controls/ChatToggle.tsx,15,101,33,134,4
src/frontend/src/features/rooms/livekit/components/controls/Participants/ParticipantsCollapsableList.tsx,5,122,12,134,1
src/frontend/src/features/rooms/livekit/components/controls/SettingsDialogContext.tsx,4,67,67,134,2
src/backend/core/services/marketing_service.py,1,134,0,134,1
src/frontend/src/features/notifications/components/ToastRegion.tsx,13,106,26,132,1
src/frontend/src/features/rooms/livekit/components/controls/Device/SelectDevice.tsx,7,56,76,132,2
src/backend/core/tests/services/test_livekit_events_service.py,1,132,0,132,1
src/frontend/src/features/rooms/livekit/components/blur/BackgroundCustomProcessor.ts,4,96,35,131,4
src/frontend/src/locales/fr/legals.json,2,84,47,131,1
src/frontend/src/features/rooms/livekit/components/controls/PaginationControl.tsx,4,114,16,130,1
src/frontend/src/features/reactions/components/ReactionsToggle.tsx,4,39,90,129,2
src/backend/core/services/telephony.py,2,126,2,128,1
src/frontend/src/features/legalsTerms/Accessibility.tsx,2,104,24,128,1
src/frontend/src/features/rooms/livekit/api/muteParticipant.ts,4,93,34,127,2
src/mail/mjml/invitation.mjml,3,96,31,127,2
src/sdk/consumer/src/index.css,2,127,0,127,2
src/frontend/src/features/rooms/livekit/hooks/useResizeObserver.ts,1,127,0,127,1
src/frontend/src/features/rooms/livekit/components/controls/SupportToggle.tsx,6,63,63,126,2
src/backend/core/recording/worker/mediator.py,4,117,9,126,1
src/frontend/src/features/rooms/livekit/components/controls/Options/OptionsButton.tsx,11,74,51,125,3
docs/examples/meet.values.yaml,3,121,4,125,1
src/frontend/src/primitives/TextField.tsx,2,62,62,124,1
src/frontend/src/features/rooms/livekit/components/controls/CameraSwitchButton.tsx,1,123,0,123,1
env.d/development/common.dist,27,103,19,122,6
src/frontend/src/features/rooms/livekit/components/blur/BackgroundVirtualTrackProcessorJsWrapper.ts,2,61,61,122,2
src/frontend/src/features/rooms/livekit/components/effects/FunnyEffects.tsx,2,121,1,122,2
src/backend/core/services/lobby.py,10,51,70,121,2
src/frontend/src/features/rooms/livekit/prefabs/ControlBar/MoreOptions.tsx,9,107,14,121,2
src/frontend/src/features/rooms/livekit/components/controls/Participants/HandRaisedListItem.tsx,8,104,17,121,2
src/helm/impress/templates/backend_job.yaml,1,121,0,121,1
src/helm/impress/templates/backend_job_createsuperuser.yaml,1,121,0,121,1
src/frontend/src/features/auth/api/useUser.tsx,15,96,24,120,4
src/frontend/src/routes.ts,12,101,18,119,2
.github/workflows/deploy.yml,5,59,59,118,3
src/frontend/src/features/rooms/hooks/useWaitingParticipants.ts,3,109,9,118,1
docs/theming.md,1,118,0,118,1
src/helm/impress/templates/ingress.yaml,1,118,0,118,1
src/backend/core/tests/rooms/test_api_rooms_create.py,5,114,3,117,1
src/backend/core/services/livekit_events_service.py,1,117,0,117,1
src/frontend/src/locales/nl/home.json,10,89,27,116,3
src/backend/core/external_api/permissions.py,6,111,5,116,1
src/backend/core/analytics.py,2,58,58,116,1
src/frontend/src/features/rooms/livekit/components/controls/SettingsMenuToggle.tsx,2,58,58,116,1
src/sdk/library/package.json,13,83,31,114,3
src/helm/extra/templates/redirect.yaml,3,57,57,114,1
src/backend/core/tests/recording/test_api_recordings_delete.py,1,114,0,114,1
src/frontend/src/features/files/api/createFile.ts,2,103,10,113,1
src/frontend/src/primitives/MenuList.tsx,8,90,22,112,4
src/frontend/src/features/home/components/JoinMeetingDialog.tsx,7,81,31,112,3
src/frontend/src/features/rooms/components/ActiveSpeaker.tsx,4,106,5,111,1
src/frontend/Dockerfile,14,89,21,110,3
src/helm/env.d/dev/values.impress.yaml.gotmpl,2,107,2,109,2
src/frontend/public/assets/camera_mic_permission.svg,1,109,0,109,1
src/backend/core/recording/event/authentication.py,5,100,7,107,1
src/frontend/src/features/rooms/livekit/processors/RnnNoiseProcessor.ts,3,103,4,107,1
src/frontend/src/features/rooms/livekit/components/TranscriptStateToast.tsx,2,106,1,107,1
src/frontend/src/features/layout/components/RoomContentArea.tsx,3,96,10,106,1
src/frontend/public/assets/logo.svg,2,101,5,106,1
src/frontend/src/features/rooms/livekit/components/controls/ScreenShareToggle.tsx,9,86,18,104,2
src/backend/core/tests/rooms/test_api_rooms_delete.py,3,103,1,104,1
src/frontend/src/features/rooms/livekit/config/ToggleDeviceConfig.ts,3,52,52,104,1
src/helm/extra/templates/external_secret_deployment.yaml,3,99,5,104,2
src/helm/extra/templates/keycloak-sts.yaml,1,104,0,104,1
docs/examples/compose/keycloak/README.md,3,97,6,103,3
src/frontend/src/features/notifications/components/ToastRecordingRequest.tsx,2,96,7,103,1
src/helm/env.d/dev/values.livekit.yaml.gotmpl,5,51,51,102,1
src/sdk/package.json,46,56,45,101,2
src/frontend/src/features/sdk/utils/PopupManager.ts,3,89,12,101,1
src/frontend/src/primitives/Tooltip.tsx,2,97,4,101,1
src/backend/core/tests/rooms/test_api_rooms_creation_callback.py,2,99,1,100,1
src/frontend/src/features/rooms/livekit/components/controls/Participants/WaitingParticipantListItem.tsx,2,94,6,100,1
src/frontend/src/features/recording/components/LimitReachedAlertDialog.tsx,3,81,17,98,1
src/helm/impress/templates/ingress_admin.yaml,1,98,0,98,1
src/frontend/src/features/rooms/livekit/hooks/useFullScreen.ts,2,94,3,97,1
src/frontend/src/primitives/Radio.tsx,2,97,0,97,2
src/frontend/src/features/rooms/livekit/components/layout/CarouselLayout.tsx,2,93,2,95,1
src/frontend/src/utils/mergeProps.ts,1,95,0,95,1
src/frontend/src/locales/de/accessibility.json,4,64,30,94,2
bin/install-external-secrets.sh,3,92,2,94,1
src/frontend/src/layout/Layout.tsx,6,75,18,93,3
docs/examples/compose/compose.yaml,3,91,2,93,2
src/frontend/src/features/rooms/livekit/hooks/useWidgetInteraction.ts,6,65,27,92,1
src/frontend/src/layout/Box.tsx,5,46,46,92,1
src/frontend/src/features/rooms/livekit/components/dialogs/UsernameDialog.tsx,3,46,46,92,1
docs/features/transcription.md,1,92,0,92,1
.gitignore,5,88,3,91,3
src/frontend/src/features/recording/components/RequestRecording.tsx,2,89,2,91,1
src/backend/core/recording/services/metadata_collector.py,1,91,0,91,1
docker/dinum-frontend/Dockerfile,7,79,11,90,1
src/frontend/src/primitives/ToggleButton.tsx,4,65,25,90,3
src/summary/tests/api/test_api_tasks.py,2,89,1,90,2
src/helm/meet/templates/ingress_webhook.yaml,1,90,0,90,1
src/frontend/src/primitives/Box.tsx,8,81,8,89,2
src/frontend/src/features/shortcuts/catalog.ts,3,89,0,89,1
src/helm/meet/templates/ingress_posthog_assets.yaml,2,88,1,89,2
src/backend/core/migrations/0006_merge_duplicate_users.py,1,89,0,89,1
src/frontend/src/api/useConfig.ts,24,78,10,88,3
src/frontend/src/features/rooms/livekit/hooks/useSidePanel.ts,8,73,15,88,1
src/frontend/src/features/notifications/components/ToastMessageReceived.tsx,5,82,5,87,1
docs/features/telephony.md,1,87,0,87,1
src/frontend/src/features/rooms/livekit/components/RecordingStateToast.tsx,2,43,43,86,1
src/helm/env.d/dev/values.egress.yaml.gotmpl,2,43,43,86,1
src/mail/mjml/screen_recording.mjml,5,81,4,85,1
src/frontend/src/features/shortcuts/formatLabels.ts,4,72,13,85,1
.gitlint,2,84,1,85,2
src/frontend/src/features/rooms/livekit/api/lowerHandParticipant.ts,4,42,42,84,1
.github/workflows/release-helm-chart.yaml,6,58,25,83,3
src/backend/core/api/throttling.py,4,79,4,83,1
src/helm/meet/templates/ingress_media.yaml,1,83,0,83,1
src/helm/meet/templates/ingress_media_files.yaml,1,83,0,83,1
src/frontend/src/locales/en/notifications.json,17,68,14,82,3
src/frontend/src/locales/nl/global.json,14,71,11,82,4
src/frontend/src/layout/LoadingScreen.tsx,6,41,41,82,1
src/backend/core/services/invitation.py,3,72,10,82,1
src/backend/core/tests/test_models_resource_accesses.py,3,72,10,82,1
src/frontend/src/components/ProConnectButton.tsx,3,68,14,82,2
src/backend/core/api/__init__.py,13,79,2,81,3
src/frontend/src/features/rooms/livekit/components/ParticipantPlaceholder.tsx,7,72,9,81,1
src/frontend/src/features/rooms/livekit/hooks/useRaisedHand.ts,7,59,22,81,1
src/frontend/src/features/notifications/components/ToastRaised.tsx,5,75,6,81,1
src/backend/core/recording/services/recording_events.py,4,78,3,81,3
src/backend/core/urls.py,11,69,10,79,4
LICENSES/LICENSE.Etalab-2.0.md,1,79,0,79,1
src/frontend/src/features/rooms/livekit/hooks/useCopyRoomToClipboard.ts,1,79,0,79,1
src/frontend/src/locales/fr/notifications.json,16,66,12,78,3
src/frontend/src/features/support/hooks/useSupport.tsx,6,63,15,78,1
src/frontend/src/features/notifications/components/ToastJoined.tsx,3,77,1,78,1
src/frontend/src/features/recording/hooks/useRecordingStatuses.ts,3,70,8,78,1
src/frontend/src/features/rooms/livekit/components/controls/Participants/ListItemActionButton.tsx,2,39,39,78,1
src/backend/core/recording/worker/factories.py,2,75,2,77,1
CONTRIBUTING.md,1,77,0,77,1
