issue_number,title,body,state,created_at,updated_at,html_url,matched_keywords
17551,Very long 'Processing' dialog if AutoSync is enabled and AnkiWeb is down. ANR if no notification permissions,"* Enable autosync
* Open AnkiDroid when AnkiWeb is down
* ""Processing"" dialog can't be cancelled and took ~15 second to close
  * Maybe longer, AnkiWeb was back up by the time it completed 

A user reported that the app was hung, this may be related


* Related: #17493

Reproduction patch:

```patch
Index: AnkiDroid/src/main/java/com/ichi2/anki/Sync.kt
IDEA additional info:
Subsystem: com.intellij.openapi.diff.impl.patch.CharsetEP
<+>UTF-8
===================================================================
diff --git a/AnkiDroid/src/main/java/com/ichi2/anki/Sync.kt b/AnkiDroid/src/main/java/com/ichi2/anki/Sync.kt
--- a/AnkiDroid/src/main/java/com/ichi2/anki/Sync.kt	(revision 951615f7753ca8b5710f15cce2bba2a9a114f91c)
+++ b/AnkiDroid/src/main/java/com/ichi2/anki/Sync.kt	(date 1733378352598)
@@ -23,6 +23,7 @@
 import androidx.annotation.StringRes
 import androidx.appcompat.app.AlertDialog
 import androidx.core.content.edit
+import anki.backend.backendError
 import anki.sync.SyncAuth
 import anki.sync.SyncCollectionResponse
 import anki.sync.syncAuth
@@ -50,6 +51,7 @@
 import kotlinx.coroutines.withContext
 import net.ankiweb.rsdroid.Backend
 import net.ankiweb.rsdroid.exceptions.BackendInterruptedException
+import net.ankiweb.rsdroid.exceptions.BackendNetworkException
 import net.ankiweb.rsdroid.exceptions.BackendSyncException
 import timber.log.Timber
 
@@ -223,6 +225,12 @@
         manualCancelButton = R.string.dialog_cancel
     ) {
         withCol {
+            Timber.d(""Simulating AnkiWeb wait"")
+            Thread.sleep(10_000)
+            Timber.d(""Simulating AnkiWeb timeout error"")
+            throw BackendNetworkException(backendError {
+                message = ""testing timeout""
+            })
             syncCollection(auth2, media = false) // media is synced by SyncMediaWorker
         }
     }
```",open,2024-12-05,2026-01-21,https://github.com/ankidroid/Anki-Android/issues/17551,
19965,Memory leak in SharedDecksActivity (suspected WebView Context issue),"### Checked for duplicates?

- [x] This issue is not a duplicate

### Does it also happen in the desktop version?

- [ ] This bug does not occur in the latest version of Anki Desktop

### What are the steps to reproduce this bug?

1. Open AnkiDroid.
2. Navigate to ""Get Shared Decks"" (SharedDecksActivity).
3. Press the back button to return to the DeckPicker.
4. Repeat steps 1-3 multiple times (e.g., 10-20 times).
5. Inspect the memory usage using the Android Studio Profiler.

**Observation**
The memory usage keeps increasing.
Instances of SharedDecksActivity are not being garbage collected.
The heap dump suggests that UiModeManager holds a reference to the WebView, which in turn holds the Activity Context.

<img width=""1424"" height=""622"" alt=""Image"" src=""https://github.com/user-attachments/assets/761524a2-df31-4619-9045-262cc161c2a2"" />

<img width=""1418"" height=""468"" alt=""Image"" src=""https://github.com/user-attachments/assets/e4db8125-2bfa-45f4-881f-53c97527a2f2"" />

I did it 7 times

<img width=""1424"" height=""302"" alt=""Image"" src=""https://github.com/user-attachments/assets/1adb655f-7b6e-4584-8bb1-6fef3dd5c754"" />

I did it 24 times

<img width=""1416"" height=""766"" alt=""Image"" src=""https://github.com/user-attachments/assets/3e51c9e8-251f-4556-a2bb-c83ab36e1ad8"" />

### Expected behaviour

SharedDecksActivity should be garbage collected after it is destroyed.

### Debug info

```text
AnkiDroid Version = 2.24.0alpha0-debug (120ae9e3e1cc9d74ae1cd9c93f87cf18d6a122d9)  
Backend Version = 0.1.62-anki25.09.2 (25.09.2 3890e12c9e48c028c3f12aa58cb64bd9f8895e30)  
Android Version = 14 (SDK 34)  
ProductFlavor = play  
Device Info = Google | google | emu64xa | sdk_gphone64_x86_64 | sdk_gphone64_x86_64 | ranchu  
Webview User Agent = Mozilla/5.0 (Linux; Android 14; sdk_gphone64_x86_64 Build/UE1A.230829.036.A4; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.136 Mobile Safari/537.36  
ACRA UUID = cb9112dd-e24d-4e60-b2e8-a126d16276e7  
FSRS = 5.1.0 (Enabled: false)  
Crash Reports Enabled = false

AnkiDroid Version = 2.24.0alpha0-debug (120ae9e3e1cc9d74ae1cd9c93f87cf18d6a122d9)  
Backend Version = 0.1.62-anki25.09.2 (25.09.2 3890e12c9e48c028c3f12aa58cb64bd9f8895e30)  
Android Version = 15 (SDK 35)  
ProductFlavor = play  
Device Info = Google | google | emu64xa | sdk_gphone64_x86_64 | sdk_gphone64_x86_64 | ranchu  
Webview User Agent = Mozilla/5.0 (Linux; Android 15; sdk_gphone64_x86_64 Build/AE3A.240806.036; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/141.0.7390.122 Mobile Safari/537.36  
ACRA UUID = d3ddc623-c774-4c20-b707-be5792040f43  
FSRS = 5.1.0 (Enabled: false)  
Crash Reports Enabled = false
```

### (Optional) Anything else you want to share?

I have been investigating this issue and I would like to share my findings and a potential solution for review.

My Analysis:
It seems that defining the WebView in the XML layout causes it to be initialized with the Activity Context. This appears to prevent the Activity from being garbage collected because system services (like UiModeManager) keep a reference to the WebView.
Also there is no onDestory function in SharedDecksActivity.

Experimental Fix:
I tried modifying the code to instantiate the WebView programmatically using the Application Context instead of the Activity Context.
Added onDestroy(): Explicitly calling webView.stopLoading(), clearing the webViewClient, and calling webView.destroy().

Replaced <WebView> in XML with a FrameLayout container.
Initialized WebView(applicationContext) in onCreate and added it to the container.
Cleaned up the WebView in onDestroy.
Result:
In my tests (API 34, 35), this change stopped the memory leak.

Request for Review:
As I am a student and new to this codebase, I am not entirely sure if using applicationContext for the WebView might introduce other side effects (e.g., theming or dialog issues).

Could you please review if this approach is correct/safe?

### Research

- [x] I have checked the [manual](https://ankidroid.org/docs/manual.html) and the [FAQ](https://github.com/ankidroid/Anki-Android/wiki/FAQ) and could not find a solution to my issue
- [ ] (Optional) I have confirmed the issue is not resolved in the latest alpha release ([instructions](https://docs.ankidroid.org/manual.html#betaTesting))",closed,2025-12-29,2026-01-20,https://github.com/ankidroid/Anki-Android/issues/19965,
19729,Previewer: kotlin.UninitializedPropertyAccessException: lateinit property config has not been initialized,"https://github.com/ankidroid/Anki-Android/actions/runs/20076406192/job/57591859986

```
PreviewerViewModelTest > next, slider and previous navigation integration FAILED
    java.lang.AssertionError
        at org.junit.Assert.fail(Assert.java:87)
        at org.junit.Assert.assertTrue(Assert.java:42)
        at org.junit.Assert.assertTrue(Assert.java:53)
        at com.ichi2.anki.previewer.PreviewerViewModelTest$next, slider and previous navigation integration$1.invokeSuspend(PreviewerViewModelTest.kt:203)
        at com.ichi2.anki.previewer.PreviewerViewModelTest$next, slider and previous navigation integration$1.invoke(PreviewerViewModelTest.kt)
        at com.ichi2.anki.previewer.PreviewerViewModelTest$next, slider and previous navigation integration$1.invoke(PreviewerViewModelTest.kt)
        at com.ichi2.anki.libanki.testutils.AnkiTest.runTestInner$suspendImpl(AnkiTest.kt:336)
        at com.ichi2.anki.libanki.testutils.AnkiTest.runTestInner(AnkiTest.kt)
        at com.ichi2.anki.libanki.testutils.InMemoryAnkiTest.runTestInner(InMemoryAnkiTest.kt:36)
        at com.ichi2.anki.libanki.testutils.AnkiTest$runTest$1$1.invokeSuspend(AnkiTest.kt:329)
        at com.ichi2.anki.libanki.testutils.AnkiTest$runTest$1$1.invoke(AnkiTest.kt)
        at com.ichi2.anki.libanki.testutils.AnkiTest$runTest$1$1.invoke(AnkiTest.kt)
        at kotlinx.coroutines.test.TestBuildersKt__TestBuildersKt$runTest$2$1$1.invokeSuspend(TestBuilders.kt:317)
        at kotlin.coroutines.jvm.internal.BaseContinuationImpl.resumeWith(ContinuationImpl.kt:34)
        at kotlinx.coroutines.DispatchedTask.run(DispatchedTask.kt:100)
        at kotlinx.coroutines.test.TestDispatcher.processEvent$kotlinx_coroutines_test(TestDispatcher.kt:24)
        at kotlinx.coroutines.test.TestCoroutineScheduler.tryRunNextTaskUnless$kotlinx_coroutines_test(TestCoroutineScheduler.kt:99)
        at kotlinx.coroutines.test.TestBuildersKt__TestBuildersKt$runTest$2$1$workRunner$1.invokeSuspend(TestBuilders.kt:326)
        at kotlin.coroutines.jvm.internal.BaseContinuationImpl.resumeWith(ContinuationImpl.kt:34)
        at kotlinx.coroutines.DispatchedTask.run(DispatchedTask.kt:100)
        at kotlinx.coroutines.EventLoopImplBase.processNextEvent(EventLoop.common.kt:263)
        at kotlinx.coroutines.BlockingCoroutine.joinBlocking(Builders.kt:94)
        at kotlinx.coroutines.BuildersKt__BuildersKt.runBlocking(Builders.kt:70)
        at kotlinx.coroutines.BuildersKt.runBlocking(Unknown Source)
        at kotlinx.coroutines.BuildersKt__BuildersKt.runBlocking$default(Builders.kt:48)
        at kotlinx.coroutines.BuildersKt.runBlocking$default(Unknown Source)
        at kotlinx.coroutines.test.TestBuildersJvmKt.createTestResult(TestBuildersJvm.kt:10)
        at kotlinx.coroutines.test.TestBuildersKt__TestBuildersKt.runTest-8Mi8wO0(TestBuilders.kt:309)
        at kotlinx.coroutines.test.TestBuildersKt.runTest-8Mi8wO0(Unknown Source)
        at kotlinx.coroutines.test.TestBuildersKt__TestBuildersKt.runTest-8Mi8wO0(TestBuilders.kt:167)
        at kotlinx.coroutines.test.TestBuildersKt.runTest-8Mi8wO0(Unknown Source)
        at com.ichi2.anki.libanki.testutils.AnkiTest.runTest(AnkiTest.kt:328)
        at com.ichi2.anki.libanki.testutils.InMemoryAnkiTest.runTest(InMemoryAnkiTest.kt:36)
        at com.ichi2.anki.libanki.testutils.AnkiTest.runTest$default(AnkiTest.kt:317)
        at com.ichi2.anki.previewer.PreviewerViewModelTest.next, slider and previous navigation integration(PreviewerViewModelTest.kt:178)
```",closed,2025-12-09,2026-01-17,https://github.com/ankidroid/Anki-Android/issues/19729,
19741,Define guidelines & processes for LLM/AI-based contributions,"I'm opening this issue for discussion. There have been a few comments on Discord (and the GSoC Mentor Summit/Mailing List). The burden on reviewers is steadily increasing, but the meaningful benefit from LLM-generated Pull Requests doesn't justify this additional burden.

The aim is to:

* Define our current problems
* Research what other orgs are doing for these problems
* Brainstorm reasonable solutions

**Outcomes**

I don't want to be heavy-handed here, a few incremental changes will likely suffice. I suspect that this will result in some of:

* An update to our [PR Template](https://github.com/ankidroid/Anki-Android/blob/main/.github/pull_request_template.md)
* An 'acceptable use' policy for LLM-based contributions 
* Potential configuration changes to GitHub Copilot
* An update to [`CONTRIBUTING.md`](https://github.com/ankidroid/Anki-Android/blob/main/CONTRIBUTING.md)
  * on top of https://github.com/ankidroid/Anki-Android/pull/19732
* CI: Validate the PR Template is filled in 

**Past AnkiDroid Discussions (Discord)**

I will summarize these later:

* https://discord.com/channels/368267295601983490/701922522836369498/1436535978037608518
* https://discord.com/channels/368267295601983490/701922522836369498/1447289676598611978
* https://discord.com/channels/368267295601983490/701922522836369498/1442784489909649479",closed,2025-12-11,2026-01-06,https://github.com/ankidroid/Anki-Android/issues/19741,
19975,ISSUE DRAFT — Android Studio Warnings Cleanup (Beginner-Friendly),"### Checked for duplicates?

- [x] This issue is not a duplicate

### Does it also happen in the desktop version?

- [x] This bug does not occur in the latest version of Anki Desktop

### What are the steps to reproduce this bug?

1. Open the project in Android Studio (latest stable)
 Navigate to:
2. AnkiDroid/src/main/java/com/ichi2/anki/DeckPicker.kt
3. Let Android Studio analyze the file
4. The warnings appear in the IDE inspector

### Expected behaviour

No warnings should be reported for this file.

### Debug info

```text
I’d like to:
safely remove unused imports
replace unnecessary null-safety operators where appropriate
apply simple IDE-suggested cleanups that do not change behavior
No logic changes — only cleanup.
```

### (Optional) Anything else you want to share?

Description
While browsing the codebase, I noticed several minor warnings reported by Android Studio in DeckPicker.kt.
These are mostly related to:
unused imports
redundant ?.let usage
unnecessary !! operators
small code style improvements suggested by IDE
Fixing these warnings improves readability and reduces noise for future contributors.

### Research

- [x] I have checked the [manual](https://ankidroid.org/docs/manual.html) and the [FAQ](https://github.com/ankidroid/Anki-Android/wiki/FAQ) and could not find a solution to my issue
- [ ] (Optional) I have confirmed the issue is not resolved in the latest alpha release ([instructions](https://docs.ankidroid.org/manual.html#betaTesting))",closed,2025-12-29,2025-12-29,https://github.com/ankidroid/Anki-Android/issues/19975,cleanup
19905,[BUG] CustomStudy: lateinit property deferredDefaults has not been initialized,"2.23.1

https://ankidroid.org/acra/app/1/bug/368860/report/a72d140e-25cf-4347-869c-c43ad8779f2b

```
com.ichi2.anki.exception.UserSubmittedException: lateinit property deferredDefaults has not been initialized
	at com.ichi2.anki.dialogs.customstudy.CustomStudyDialog.buildInputDialog(CustomStudyDialog.kt:293)
	at com.ichi2.anki.dialogs.customstudy.CustomStudyDialog.onCreateDialog(CustomStudyDialog.kt:196)
	at androidx.fragment.app.DialogFragment.prepareDialog(DialogFragment.java:925)
	at androidx.fragment.app.DialogFragment.onGetLayoutInflater(DialogFragment.java:839)
	at androidx.fragment.app.Fragment.performGetLayoutInflater(Fragment.java:1760)
	at androidx.fragment.app.FragmentStateManager.createView(FragmentStateManager.java:547)
	at androidx.fragment.app.FragmentStateManager.moveToExpectedState(FragmentStateManager.java:286)
	at androidx.fragment.app.FragmentStore.moveToExpectedState(FragmentStore.java:114)
	at androidx.fragment.app.FragmentManager.moveToState(FragmentManager.java:1685)
	at androidx.fragment.app.FragmentManager.dispatchStateChange(FragmentManager.java:3319)
	at androidx.fragment.app.FragmentManager.dispatchActivityCreated(FragmentManager.java:3237)
	at androidx.fragment.app.FragmentController.dispatchActivityCreated(FragmentController.java:263)
	at androidx.fragment.app.FragmentActivity.onStart(FragmentActivity.java:350)
	at androidx.appcompat.app.AppCompatActivity.onStart(AppCompatActivity.java:238)
	at com.ichi2.anki.AnkiActivity.onStart(AnkiActivity.kt:170)
	at android.app.Instrumentation.callActivityOnStart(Instrumentation.java:1597)
	at android.app.Activity.performStart(Activity.java:8931)
	at android.app.ActivityThread.handleStartActivity(ActivityThread.java:4016)
	at android.app.servertransaction.TransactionExecutor.performLifecycleSequence(TransactionExecutor.java:235)
	at android.app.servertransaction.TransactionExecutor.cycleToPath(TransactionExecutor.java:215)
	at android.app.servertransaction.TransactionExecutor.executeLifecycleState(TransactionExecutor.java:187)
	at android.app.servertransaction.TransactionExecutor.execute(TransactionExecutor.java:101)
	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2589)
	at android.os.Handler.dispatchMessage(Handler.java:106)
	at android.os.Looper.loopOnce(Looper.java:224)
	at android.os.Looper.loop(Looper.java:318)
	at android.app.ActivityThread.main(ActivityThread.java:8765)
	at java.lang.reflect.Method.invoke(Native Method)
	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:561)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:1013)
```

```
--------- beginning of main
12-22 20:28:25.161 I/AnkiDroid( 1466): Timber config: PRODUCTION
12-22 20:28:25.162 I/AnkiDroid( 1466): initialize()
12-22 20:28:25.443 I/AnkiDroid( 1466): Not participating in analytics sample (sample percentage vs random: 10 38)
12-22 20:28:25.443 I/AnkiDroid( 1466): setOptIn(): from false to true
12-22 20:28:25.443 I/AnkiDroid( 1466): Not participating in analytics sample (sample percentage vs random: 10 56)
12-22 20:28:25.444 I/AnkiDroid( 1466): initialize()
12-22 20:28:25.444 I/AnkiDroid( 1466): AnkiDroidApp: listing debug info
12-22 20:28:25.448 I/AnkiDroid( 1466): Creating notification channel with id/name: General Notifications/AnkiDroid
12-22 20:28:25.451 I/AnkiDroid( 1466): Creating notification channel with id/name: Synchronization/Synchronization
12-22 20:28:25.452 I/AnkiDroid( 1466): Creating notification channel with id/name: Review Reminders/Review Reminders
12-22 20:28:25.462 I/AnkiDroid( 1466): AnkiDroidApp: Starting Services
12-22 20:28:25.505 I/AnkiDroid( 1466): Setting theme to LIGHT
12-22 20:28:25.523 I/AnkiDroid( 1466): DeckPicker::onCreate, savedInstanceState: 8 keys
12-22 20:28:25.533 I/AnkiDroid( 1466): DeckPicker::n::onAttach
12-22 20:28:25.533 I/AnkiDroid( 1466): DeckPicker::n::onCreate
12-22 20:28:25.533 I/AnkiDroid( 1466): DeckPicker::p0::onAttach
12-22 20:28:25.533 I/AnkiDroid( 1466): DeckPicker::p0::onCreate
12-22 20:28:25.533 I/AnkiDroid( 1466): DeckPicker::n::onAttach
12-22 20:28:25.533 I/AnkiDroid( 1466): DeckPicker::n::onCreate
12-22 20:28:25.775 I/AnkiDroid( 1466): (Re)opening Database: Path(path=/storage/emulated/0/Android/data/com.ichi2.anki/files/AnkiDroid/collection.anki2)
12-22 20:28:25.806 I/AnkiDroid( 1466): isLegacyStorage(): current dir: /storage/emulated/0/Android/data/com.ichi2.anki/files/AnkiDroid
12-22 20:28:25.806 I/AnkiDroid( 1466): scoped external dirs: /storage/emulated/0/Android/data/com.ichi2.anki/files
12-22 20:28:25.806 I/AnkiDroid( 1466): scoped internal dir: /data/user/0/com.ichi2.anki/files
12-22 20:28:25.806 I/AnkiDroid( 1466): isLegacyStorage(): false
12-22 20:28:25.911 I/AnkiDroid( 1466): DeckPicker::onStart
12-22 20:28:25.912 I/AnkiDroid( 1466): Showing Custom Study dialog: EXTEND_NEW
```",closed,2025-12-22,2025-12-26,https://github.com/ankidroid/Anki-Android/issues/19905,
7110,SOFT_INPUT_ADJUST_RESIZE deprecated in API30,"
The counsel on this one is rather involved:

https://developer.android.com/reference/android/view/WindowManager.LayoutParams#SOFT_INPUT_ADJUST_RESIZE

> Call Window#setDecorFitsSystemWindows(boolean) with false and install an OnApplyWindowInsetsListener on your root content view that fits insets of type Type#ime(). 

That's a medium sized restructuring, so just marking the deprecation for now",open,2020-09-15,2025-12-19,https://github.com/ankidroid/Anki-Android/issues/7110,
13695,dev: Update Emulator API version for Tests ,Rolled back to API 30 due to instability. We should roll forward (possibly to UpsideDownCake) when we have dev capacity,closed,2023-04-24,2025-12-16,https://github.com/ankidroid/Anki-Android/issues/13695,
19757,[BUG] CardBrowser: scrollbar no longer works,"2.23.0

Reproduced on my Pixel 9 Pro

```
AnkiDroid Version = 2.23.0 (4f768aa0be34e254d65fd4ebe19781b84e8efc37)  
Backend Version = 0.1.62-anki25.09.2 (25.09.2 3890e12c9e48c028c3f12aa58cb64bd9f8895e30)  
Android Version = 16 (SDK 36)  
ProductFlavor = full  
Device Info = Google | google | caiman | caiman | Pixel 9 Pro | caiman  
Webview User Agent = Mozilla/5.0 (Linux; Android 16; Pixel 9 Pro Build/BP3A.251105.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.34 Mobile Safari/537.36  
ACRA UUID = 4df92614-8644-42e8-a797-27985368923c  
FSRS = 5.1.0 (Enabled: true)  
Crash Reports Enabled = true
```",closed,2025-12-12,2025-12-14,https://github.com/ankidroid/Anki-Android/issues/19757,
14320,Remove `Android` dependencies from libanki,"The goal is to increase the overall package building performance.

If something can be simply extracted from there, it's easier. If not, refactor it",closed,2023-08-27,2025-11-05,https://github.com/ankidroid/Anki-Android/issues/14320,refactor
